"","Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"160","all","hsa04810","Regulation of actin cytoskeleton","61/1958","214/7064",0.423111718576067,0.891179057250842,0.768281804782859,"4660/1131/10451/128239/3645/10000/7414/54961/22800/5058/5962/3678/3679/4633/81624/87/29895/3683/3687/4629/5595/3682/4628/8396/71/10297/81/5605/208/10097/50649/3685/10152/10109/10787/2335/6714/7074/3985/5594/4627/3680/5290/5894/387/4638/5291/2261/3672/26999/1729/2246/85477/3696/10095/60/8976/2260/5747/2934/5063",61
"161","all","hsa04140","Autophagy - animal","39/1958","136/7064",0.432956153702592,0.90317340862155,0.778622085833353,"5567/2475/10000/9776/22800/23130/23710/29110/643246/10645/3916/440275/23604/5595/9706/8678/5605/208/8837/55054/79065/3667/84557/5594/7879/5290/5894/5291/9711/5602/55255/5515/9474/26100/1508/5516/1612/55014/3920",39
"162","all","hsa04130","SNARE interactions in vesicular transport","10/1958","33/7064",0.434166445687511,0.90317340862155,0.778622085833353,"143187/6843/6810/9482/662/8417/10652/6804/10282/55014",10
"163","all","hsa04928","Parathyroid hormone synthesis, secretion and action","28/1958","97/7064",0.437915978169912,0.905384568363561,0.780528317564713,"5567/9826/6258/90993/408/3709/4666/64386/113/4324/5595/5338/5578/9368/23236/2778/5594/2771/5894/387/5337/5144/4208/3710/860/107/2260/114",28
"164","all","hsa03015","mRNA surveillance pathway","26/1958","90/7064",0.441145999315933,0.906501230301642,0.7814909872349,"10250/55844/5526/11052/4440/10284/65110/53981/10914/55012/2521/55308/10921/23049/22794/23293/5976/8189/80336/5522/5515/5521/5516/1478/56000/65109",26
"165","all","hsa04015","Rap1 signaling pathway","57/1958","201/7064",0.445603634939561,0.910111666512923,0.78460352946296,"5906/5909/10451/10000/54518/51196/7423/10235/1813/5908/3479/2321/801/51466/83660/3683/113/2775/5595/5578/71/808/5605/3643/208/25780/5899/9855/805/23236/6714/5335/2778/7074/5594/1499/2771/5290/5894/387/5291/2261/3815/51735/2246/2324/107/4233/60/9863/889/285/2260/284/114/7010/2902",57
"166","all","hsa01250","Biosynthesis of nucleotide sugars","11/1958","37/7064",0.453449578236815,0.92055727630004,0.793608646755618,"5236/2585/5373/197258/7360/55577/29926/5372/2645/7264/91373",11
"167","all","hsa00410","beta-Alanine metabolism","9/1958","30/7064",0.45793112628702,0.923299854823868,0.795973012436007,"1806/217/18/224/55748/2571/54498/339896/501",9
"168","all","hsa04145","Phagosome","40/1958","141/7064",0.463019808502177,0.923299854823868,0.795973012436007,"533/2215/55176/347688/79861/79659/5869/4074/4973/10376/3678/949/3916/1778/1783/535/9902/9146/83547/5878/71/10332/78989/3685/22925/7879/821/203068/7280/6890/3108/3111/8417/7058/9296/60/23480/526/9550/3920",40
"169","all","hsa04934","Cushing syndrome","40/1958","141/7064",0.463019808502177,0.923299854823868,0.795973012436007,"5567/5906/5087/183/2271/6934/818/90993/4221/81029/775/1017/5908/3709/7480/949/9101/113/5595/1394/8913/23746/1856/8313/10297/5605/80326/23236/2778/56246/8911/5594/1499/2771/776/817/3710/107/9070/114",40
"170","all","hsa04142","Lysosome","36/1958","127/7064",0.470533841036171,0.924452052125053,0.796966316996766,"533/5538/10717/2629/5660/8722/1075/4074/4891/23457/3916/2581/23312/1512/8120/84572/164/1497/535/1213/6448/4864/57192/8943/130340/410/285362/8692/950/8546/10947/1508/427/9583/20/3920",36
"171","all","hsa05130","Pathogenic Escherichia coli infection","51/1958","181/7064",0.473128902346708,0.924452052125053,0.796966316996766,"842/9826/347688/79861/10006/6188/5058/834/3606/2597/51135/7132/10376/7082/4644/4629/5595/9368/1366/4628/71/4645/10097/3554/4430/841/10109/10787/4691/6714/27128/5594/4627/4690/387/5602/836/26999/4651/4671/203068/4646/7280/2534/10095/60/54205/8976/3551/7186/5063",51
"172","all","hsa04927","Cortisol synthesis and secretion","17/1958","59/7064",0.474418691482005,0.924452052125053,0.796966316996766,"5567/5087/183/90993/775/3709/949/113/8913/23236/2778/56246/8911/776/3710/107/114",17
"173","all","hsa04936","Alcoholic liver disease","34/1958","120/7064",0.474570341298618,0.924452052125053,0.796966316996766,"34/10000/6319/6934/1571/50507/51135/29110/217/7132/5571/10645/224/6720/31/9020/2194/208/23175/841/84818/1499/10891/79966/5602/128/126/836/501/717/720/721/51422/3551",34
"174","all","hsa05231","Choline metabolism in cancer","27/1958","95/7064",0.477888543650858,0.925565742588155,0.797926424970579,"2475/8613/10000/8525/1119/1606/160851/123745/5595/5338/5578/57153/5605/208/8605/5335/5594/5290/5894/5291/5337/5130/5602/6583/1607/10434/9468",27
"175","all","hsa00030","Pentose phosphate pathway","8/1958","27/7064",0.484318237820833,0.932658549403547,0.804041104592781,"5226/5236/5214/5213/64080/5211/7086/2539",8
"176","all","hsa00340","Histidine metabolism","6/1958","20/7064",0.493514960385773,0.944968986647759,0.814653881976516,"217/3034/224/55748/3176/501",6
"177","all","hsa04210","Apoptosis","37/1958","132/7064",0.501245933248305,0.952962381271853,0.821544954649481,"824/842/142/10000/79861/330/8722/1075/63970/7132/3709/10376/8739/1512/5595/9020/71/5605/208/27429/8837/841/5594/5290/5894/5291/5602/836/3710/60/54205/3551/1508/6709/2021/7186/3563",37
"178","all","hsa05142","Chagas disease","27/1958","96/7064",0.503345115330534,0.952962381271853,0.821544954649481,"10000/55844/51135/7132/7043/2775/5595/6348/2774/208/8837/841/23236/2778/3460/5594/7048/2771/5290/5291/5522/5602/5515/5521/107/3551/5516",27
"179","all","hsa04310","Wnt signaling pathway","43/1958","154/7064",0.508305426685672,0.956977255827215,0.825006161512764,"5567/57216/27101/84445/6934/5532/818/1488/81029/144165/7480/57680/440193/51701/5578/1856/8313/147495/10297/80326/5534/23236/1457/343637/1499/59343/387/8607/1487/5602/817/1501/6500/1452/23291/23500/896/8454/5533/7091/6907/64840/2239",43
"180","all","hsa05418","Fluid shear stress and atherosclerosis","36/1958","129/7064",0.514594623078173,0.95980245116669,0.827441750810577,"7412/2946/4259/10000/4257/7184/7132/801/652/1003/5175/71/808/9817/208/7850/3554/3685/805/7341/6714/1499/5290/387/5291/658/5602/4208/3326/858/4846/60/3551/6383/5747/7295",36
"181","all","hsa00250","Alanine, aspartate and glutamate metabolism","10/1958","35/7064",0.519074845341501,0.95980245116669,0.827441750810577,"284716/2752/2805/27165/18/84706/2806/790/2571/64902",10
"182","all","hsa01524","Platinum drug resistance","19/1958","68/7064",0.529825649305065,0.95980245116669,0.827441750810577,"2946/4259/842/10000/330/4257/540/5595/7153/672/208/2067/4436/841/5594/5290/5291/836/54205",19
"183","all","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","19/1958","68/7064",0.529825649305065,0.95980245116669,0.827441750810577,"533/83700/5058/1445/7082/5336/535/9020/3579/6714/5335/5602/836/4233/5803/9296/526/3551/9550",19
"184","all","hsa00350","Tyrosine metabolism","8/1958","28/7064",0.531307212307463,0.95980245116669,0.827441750810577,"2805/1638/2806/1312/4282/3081/128/126",8
"185","all","hsa01521","EGFR tyrosine kinase inhibitor resistance","22/1958","79/7064",0.532662949271173,0.95980245116669,0.827441750810577,"2475/3716/10000/2065/3479/5336/5595/4763/5578/6774/5605/208/6714/5335/5594/5290/5894/5291/2261/4233/3084/6194",22
"186","all","hsa05200","Pathways in cancer","134/1958","485/7064",0.536375356450921,0.95980245116669,0.827441750810577,"3595/5567/2946/4259/3918/388585/2475/842/6513/3716/9826/6258/7175/183/2786/2271/10000/5979/6934/818/1488/7423/330/7704/3481/10235/81029/4257/1017/7184/7296/7480/6778/3479/675/1284/1282/801/652/7043/9252/5888/9915/10125/23604/113/5336/6923/5595/5338/5578/1856/6774/8313/1630/284217/10297/808/5605/9817/2057/3594/208/25780/2034/4436/1496/5899/3685/841/80326/805/2335/23236/5335/8202/2778/3911/3455/3460/861/10587/5594/5915/7048/1499/2771/10342/5290/5894/387/5291/5337/2261/3815/3600/64399/1487/5602/817/836/1495/3572/6500/2246/2324/5292/3326/23493/2099/4855/896/3910/3066/107/4233/8454/54205/2737/3912/22798/3551/4824/2260/6921/3574/114/5747/1612/7186/4851/1287/1438/3563",134
"187","all","hsa04931","Insulin resistance","28/1958","101/7064",0.537726842757142,0.95980245116669,0.827441750810577,"5792/2475/6513/183/10000/10724/90993/7132/2998/5571/9882/6720/6774/3643/208/3667/5834/5105/5290/5291/10891/5602/28965/4846/51422/3551/5524/6197",28
"188","all","hsa00310","Lysine degradation","17/1958","61/7064",0.538286834630577,0.95980245116669,0.827441750810577,"9869/217/1743/224/51268/79823/150572/7468/80854/501/39/10919/55904/1738/10157/79813/55217",17
"189","all","hsa00983","Drug metabolism - other enzymes","17/1958","61/7064",0.538286834630577,0.95980245116669,0.827441750810577,"2946/4259/1806/1571/4257/1854/4833/7084/654364/7498/10201/3615/7172/7378/3614/50484/83549",17
"190","all","hsa04012","ErbB signaling pathway","23/1958","83/7064",0.542567847797192,0.962344024777125,0.829632830980748,"2475/10000/818/5058/2065/145957/5336/5595/5578/5605/208/6714/5335/5594/4690/5290/5894/5291/5602/817/3084/5747/5063",23
"191","all","hsa00770","Pantothenate and CoA biosynthesis","6/1958","21/7064",0.547605501611549,0.966194000225612,0.832951879001309,"1806/217/586/224/587/339896",6
"192","all","hsa04933","AGE-RAGE signaling pathway in diabetic complications","27/1958","98/7064",0.553504488414129,0.971515690601882,0.837539686416116,"7412/183/10000/51196/7423/50507/1284/1282/7043/5336/5595/5578/6774/208/2335/23236/5335/5594/7048/5290/5291/5602/836/1729/5292/4846/1287",27
"193","all","hsa05145","Toxoplasmosis","28/1958","102/7064",0.562076012605468,0.974032031932958,0.839709013941891,"3918/842/3716/10000/330/51135/7132/7043/2775/5595/23533/6774/284217/208/841/3911/3460/5594/2771/5602/836/3108/3111/3910/54205/3912/22798/3551",28
"194","all","hsa05214","Glioma","20/1958","73/7064",0.569115887180863,0.974032031932958,0.839709013941891,"2475/10000/818/3479/801/5336/5595/5578/808/5605/208/805/5335/5594/5290/8536/5894/5291/817/814",20
"195","all","hsa04211","Longevity regulating pathway","23/1958","84/7064",0.569283267808108,0.974032031932958,0.839709013941891,"5567/2475/10000/90993/9776/5571/3479/10645/113/3643/208/3667/5290/5291/10891/814/10919/9474/27244/107/51422/114/79813",23
"196","all","hsa00430","Taurine and hypotaurine metabolism","4/1958","14/7064",0.572120681802043,0.974032031932958,0.839709013941891,"2327/2330/2571/339896",4
"197","all","hsa00604","Glycosphingolipid biosynthesis - ganglio series","4/1958","14/7064",0.572120681802043,0.974032031932958,0.839709013941891,"81849/8869/9197/6482",4
"198","all","hsa00071","Fatty acid degradation","11/1958","40/7064",0.57227994754518,0.974032031932958,0.839709013941891,"34/51703/217/224/81616/30/128/126/501/39/2182",11
"199","all","hsa04913","Ovarian steroidogenesis","12/1958","44/7064",0.583482518131135,0.980627284369128,0.845394753977446,"5567/3479/949/122970/123745/113/3643/8605/2778/1081/107/114",12
"200","all","hsa05222","Small cell lung cancer","25/1958","92/7064",0.586358554062478,0.980627284369128,0.845394753977446,"3918/842/6258/10000/330/1017/1284/1282/284217/208/3685/2335/3911/5915/5290/5291/836/3910/54205/3912/22798/3551/5747/7186/1287",25
"201","all","hsa04614","Renin-angiotensin system","5/1958","18/7064",0.586560423734911,0.980627284369128,0.845394753977446,"183/7064/57486/10159/59272",5
"202","all","hsa05167","Kaposi sarcoma-associated herpesvirus infection","46/1958","169/7064",0.587794395972,0.980627284369128,0.845394753977446,"2475/842/3716/2786/10000/6934/5532/29110/643246/7132/3709/801/5336/5595/23533/6774/8678/808/5605/208/6233/841/5610/805/5534/84557/6714/5335/57580/3455/5594/1499/5290/5894/5291/7098/5602/836/3572/4277/3710/54205/5533/3551/285/7186",46
"203","all","hsa00520","Amino sugar and nucleotide sugar metabolism","13/1958","48/7064",0.593826037252625,0.982472759835955,0.846985730797199,"5236/1118/2585/5373/197258/7360/55577/29926/5372/2645/7264/91373/5973",13
"204","all","hsa05210","Colorectal cancer","23/1958","85/7064",0.595444328655289,0.982472759835955,0.846985730797199,"2475/842/10000/6934/7043/5595/8313/1630/10297/5605/208/4436/5899/5594/7048/1499/5290/5894/387/5291/5602/836/54205",23
"205","all","hsa00515","Mannose type O-glycan biosynthesis","6/1958","22/7064",0.598923067394853,0.982472759835955,0.846985730797199,"8704/10329/29954/146664/9486/135152",6
"206","all","hsa04662","B cell receptor signaling pathway","21/1958","78/7064",0.60542870274588,0.982472759835955,0.846985730797199,"10451/10000/5532/975/5336/5595/933/11027/11006/5605/208/79168/25780/5534/5594/5290/5894/5291/84433/5533/3551",21
"207","all","hsa05164","Influenza A","40/1958","148/7064",0.606499562160836,0.982472759835955,0.846985730797199,"2224/842/3716/103/10000/834/3606/51135/29110/7132/5595/5578/3838/71/5605/3337/208/841/5610/7514/3455/3460/5594/5290/5894/5291/291/7098/836/7416/3108/3111/896/60/54205/3551/90865/292/56000/293",40
"208","all","hsa04910","Insulin signaling pathway","34/1958","126/7064",0.607428041112302,0.982472759835955,0.846985730797199,"5792/5567/2475/10000/8835/2998/5571/801/5595/5573/6720/31/23265/2194/808/2872/5605/3643/208/805/3667/5834/5105/5594/5290/5894/5291/10891/5602/2645/5260/51422/3551/6194",34
"209","all","hsa04744","Phototransduction","7/1958","26/7064",0.609861231333152,0.982472759835955,0.846985730797199,"801/3000/8787/808/6295/805/5145",7
"210","all","hsa05417","Lipid and atherosclerosis","50/1958","185/7064",0.61222338150015,0.982472759835955,0.846985730797199,"7412/5906/842/10451/6258/6403/10000/5532/818/834/3606/51135/29110/5908/7184/7132/4973/801/30001/5595/5578/6348/6774/808/208/841/338/805/5534/3329/23236/6714/5335/5594/7494/5290/387/5291/5602/817/836/3308/3326/4846/54205/5533/3551/5747/7186/19",50
"211","all","hsa00514","Other types of O-glycan biosynthesis","12/1958","45/7064",0.618737163471424,0.987041132835852,0.850924106396049,"8704/145173/29954/2589/79623/23275/4242/117248/6480/442117/168391/63917",12
"212","all","hsa04664","Fc epsilon RI signaling pathway","16/1958","60/7064",0.620927953000595,0.987041132835852,0.850924106396049,"10451/10000/123745/5336/5595/5578/5605/208/8605/5335/5594/5290/5894/5291/5602/2534",16
"213","all","hsa04975","Fat digestion and absorption","9/1958","34/7064",0.628811433715442,0.99163375412597,0.854883386346299,"8613/949/2806/338/64240/4547/39/29881/19",9
"214","all","hsa05225","Hepatocellular carcinoma","41/1958","153/7064",0.631885954254406,0.99163375412597,0.854883386346299,"8289/2946/4259/2475/10000/6934/3481/81029/4257/196528/6602/7296/7480/6601/7043/5336/5595/5578/1856/8313/71/10297/5605/9817/208/80326/5335/10587/5594/7048/1499/5290/5894/6599/55193/5291/1452/55274/4233/60/6595",41
"215","all","hsa00450","Selenocompound metabolism","4/1958","15/7064",0.632644679931999,0.99163375412597,0.854883386346299,"9060/118672/7296/10587",4
"216","all","hsa04977","Vitamin digestion and absorption","5/1958","19/7064",0.639833613379001,0.998258924577422,0.860594918579942,"10560/949/338/80704/9227",5
"217","all","hsa05223","Non-small cell lung cancer","19/1958","72/7064",0.643763442268237,0.999761659190765,0.861890419917698,"842/6258/10000/5979/3799/3798/5336/5595/5578/6774/5605/208/5335/5594/5915/5290/5894/5291/4233",19
"218","all","hsa03060","Protein export","6/1958","23/7064",0.646925314554035,0.999999999998271,0.862095892548877,"55176/9789/6734/7095/6731/23480",6
"219","all","hsa05212","Pancreatic cancer","20/1958","76/7064",0.65066502985905,0.999999999998271,0.862095892548877,"2475/842/3716/10000/675/7043/5888/5595/5338/6774/208/5899/5594/7048/5290/5894/5291/5337/5602/3551",20
"220","all","hsa04070","Phosphatidylinositol signaling system","25/1958","95/7064",0.658588839712642,0.999999999998271,0.862095892548877,"51196/8525/5288/1606/3709/160851/801/3705/5336/5578/8396/808/3631/805/8760/23236/5335/5297/5290/5291/1040/3710/1607/3612/55529",25
"221","all","hsa03320","PPAR signaling pathway","18/1958","69/7064",0.663750816905772,0.999999999998271,0.862095892548877,"34/3158/6258/6319/51703/9415/4973/81616/1622/5105/5360/30/79966/28965/3157/2173/2710/2182",18
"222","all","hsa04722","Neurotrophin signaling pathway","30/1958","114/7064",0.666438428993721,0.999999999998271,0.862095892548877,"5906/10000/818/4908/51135/5908/397/801/9252/4916/5336/5595/7531/808/5605/208/805/3667/5335/5594/5290/5894/387/5291/5602/817/814/3551/8767/6197",30
"223","all","hsa05213","Endometrial cancer","15/1958","58/7064",0.672418952059623,0.999999999998271,0.862095892548877,"842/10000/6934/5595/8313/10297/5605/208/1496/5594/1499/5290/5894/5291/1495",15
"224","all","hsa05033","Nicotine addiction","10/1958","39/7064",0.672922741811959,0.999999999998271,0.862095892548877,"1139/2562/773/2557/2559/2554/8973/2902/116443/2556",10
"225","all","hsa04550","Signaling pathways regulating pluripotency of stem cells","33/1958","126/7064",0.682825239387786,0.999999999998271,0.862095892548877,"9869/3716/10000/5080/81029/7480/3479/652/5595/463/1856/7703/6774/8313/10297/5605/208/55183/80326/130399/5594/3976/1499/5290/5894/5291/2261/56916/658/3572/1749/2260/1852",33
"226","all","hsa00040","Pentose and glucuronate interconversions","5/1958","20/7064",0.688606497710076,0.999999999998271,0.862095892548877,"51084/6652/27294/7360/441282",5
"227","all","hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","6/1958","24/7064",0.691257077902366,0.999999999998271,0.862095892548877,"5283/9488/9091/65258/51604/84720",6
"228","all","hsa05032","Morphine addiction","23/1958","89/7064",0.692778619779968,0.999999999998271,0.862095892548877,"5567/2786/5138/408/5153/2562/113/2775/5578/773/2778/2771/2868/2557/2559/2554/2870/5144/4988/107/114/9568/2556",23
"229","all","hsa04650","Natural killer cell mediated cytotoxicity","25/1958","97/7064",0.702990157700736,0.999999999998271,0.862095892548877,"10451/2215/117157/5532/5058/3683/5336/5595/5578/3384/5605/5534/5335/3455/3460/5594/5290/5894/5291/6452/836/4277/80328/2534/5533",25
"230","all","hsa04917","Prolactin signaling pathway","17/1958","67/7064",0.710109502526399,0.999999999998271,0.862095892548877,"10000/8835/5595/6774/9306/5605/208/6714/5594/5290/5894/5291/1447/5602/2099/1081/2645",17
"231","all","hsa04115","p53 signaling pathway","18/1958","71/7064",0.714759851190399,0.999999999998271,0.862095892548877,"4194/842/9538/1111/63970/1017/25946/3479/841/51512/11200/836/900/896/27244/54205/575/50484",18
"232","all","hsa05166","Human T-cell leukemia virus 1 infection","55/1958","210/7064",0.716634010178461,0.999999999998271,0.862095892548877,"5567/2224/6513/3716/10000/119504/7417/5532/90993/10524/1111/920/1017/5901/7132/51434/7043/567/83660/3683/113/5595/51529/2648/9020/996/5605/8498/208/7850/3554/7514/5534/5594/11200/7048/5290/5291/3600/291/5602/10393/821/7416/3108/3111/896/107/5533/3551/7419/114/29882/292/293",55
"233","all","hsa05134","Legionellosis","13/1958","52/7064",0.7188097231357,0.999999999998271,0.862095892548877,"1378/842/56681/834/3606/841/3329/1917/836/4671/1915/54205/7415",13
"234","all","hsa04630","JAK-STAT signaling pathway","31/1958","121/7064",0.73012398633894,0.999999999998271,0.862095892548877,"3595/2475/163702/3716/10000/8835/6778/8554/50615/6774/2670/9306/2057/3594/208/3455/3460/3976/5290/5894/5291/3600/9180/3572/5292/896/3574/3590/2273/1438/3563",31
"235","all","hsa05221","Acute myeloid leukemia","16/1958","64/7064",0.730775073332427,0.999999999998271,0.862095892548877,"2475/10000/6934/7704/5595/6774/5605/208/861/5594/5290/5894/5291/3815/5292/3551",16
"236","all","hsa05216","Thyroid cancer","9/1958","37/7064",0.735450807816781,0.999999999998271,0.862095892548877,"6258/7175/5979/6934/5595/5605/5594/1499/10342",9
"237","all","hsa05215","Prostate cancer","24/1958","95/7064",0.740076073314722,0.999999999998271,0.862095892548877,"2475/842/3645/10000/6935/6934/90993/1017/7184/3479/5595/5605/208/7850/2078/5594/1499/5290/5894/5291/3326/3551/4824/2260",24
"238","all","hsa00533","Glycosaminoglycan biosynthesis - keratan sulfate","3/1958","13/7064",0.743609028713919,0.999999999998271,0.862095892548877,"8704/4166/6482",3
"239","all","hsa04659","Th17 cell differentiation","24/1958","96/7064",0.759700515902682,0.999999999998271,0.862095892548877,"2475/3716/6258/5532/920/6778/50615/5595/6774/3594/3554/5534/5335/3460/861/5594/7048/5602/3572/3326/3108/3111/5533/3551",24
"240","all","hsa00512","Mucin type O-glycan biosynthesis","7/1958","30/7064",0.76641196572552,0.999999999998271,0.862095892548877,"2589/79623/117248/442117/168391/63917/6482",7
"241","all","hsa00565","Ether lipid metabolism","11/1958","46/7064",0.767924150723024,0.999999999998271,0.862095892548877,"10390/8613/122618/123745/5338/284161/8605/85465/8398/5337/7941",11
"242","all","hsa00510","N-Glycan biosynthesis","12/1958","50/7064",0.769449184397608,0.999999999998271,0.862095892548877,"8704/10905/3703/23193/79053/25834/4122/146664/201595/6480/10195/4124",12
"243","all","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","21/1958","85/7064",0.769706354005132,0.999999999998271,0.862095892548877,"2475/3716/10000/5532/920/10125/5595/6774/5605/208/5534/5133/5335/1457/3460/5594/5290/5894/5291/5533/3551",21
"244","all","hsa00592","alpha-Linolenic acid metabolism","5/1958","22/7064",0.772006438872047,0.999999999998271,0.862095892548877,"9415/123745/8605/8398/30",5
"245","all","hsa04726","Serotonergic synapse","25/1958","101/7064",0.781155203499872,0.999999999998271,0.862095892548877,"5567/2786/775/121278/3709/2562/123745/2775/5595/239/247/5578/246/773/8605/23236/2778/351/5594/2771/776/5894/836/3710/5742",25
"246","all","hsa00360","Phenylalanine metabolism","3/1958","14/7064",0.790378577871703,0.999999999998271,0.862095892548877,"2805/2806/4282",3
"247","all","hsa04950","Maturity onset diabetes of the young","3/1958","14/7064",0.790378577871703,0.999999999998271,0.862095892548877,"2494/5080/2645",3
"248","all","hsa00760","Nicotinate and nicotinamide metabolism","8/1958","35/7064",0.795075712418759,0.999999999998271,0.862095892548877,"84618/22978/23475/30833/22933/284958/23530/133686",8
"249","all","hsa03030","DNA replication","8/1958","35/7064",0.795075712418759,0.999999999998271,0.862095892548877,"10714/79621/6117/4174/4171/6119/5982/5422",8
"250","all","hsa04218","Cellular senescence","37/1958","149/7064",0.811954178784978,0.999999999998271,0.862095892548877,"824/2475/10000/90550/7417/5532/1111/22800/1017/3709/801/7043/54822/5595/808/5605/208/805/5534/5594/11200/7048/776/5290/5894/5291/291/10111/7416/23291/3710/896/5533/7419/4683/292/293",37
"251","all","hsa00920","Sulfur metabolism","2/1958","10/7064",0.811974443442897,0.999999999998271,0.862095892548877,"8991/9060",2
"252","all","hsa00513","Various types of N-glycan biosynthesis","9/1958","40/7064",0.819208126292179,0.999999999998271,0.862095892548877,"8704/10905/3703/25834/4122/64377/201595/10195/4124",9
"253","all","hsa05219","Bladder cancer","9/1958","40/7064",0.819208126292179,0.999999999998271,0.862095892548877,"9252/23604/5595/5605/6714/5594/5894/2261/1612",9
"254","all","hsa04940","Type I diabetes mellitus","8/1958","36/7064",0.821558922274203,0.999999999998271,0.862095892548877,"2571/3329/5798/1363/3108/3111/3382/5799",8
"255","all","hsa00053","Ascorbate and aldarate metabolism","3/1958","15/7064",0.829812052356629,0.999999999998271,0.862095892548877,"217/224/501",3
"256","all","hsa04350","TGF-beta signaling pathway","25/1958","104/7064",0.829881922713986,0.999999999998271,0.862095892548877,"9372/2615/652/7043/4756/2200/56963/5595/64750/2014/130399/60436/655/5594/7048/387/658/9765/6500/5515/3066/8454/57154/7036/5516",25
"257","all","hsa00591","Linoleic acid metabolism","5/1958","24/7064",0.837144384501967,0.999999999998271,0.862095892548877,"1571/123745/246/8605/8398",5
"258","all","hsa00790","Folate biosynthesis","5/1958","24/7064",0.837144384501967,0.999999999998271,0.862095892548877,"121278/84105/441282/8836/2356",5
"259","all","hsa01522","Endocrine resistance","22/1958","93/7064",0.840829957145061,0.999999999998271,0.862095892548877,"5567/2475/10000/3479/113/5595/5605/208/6714/8202/2778/5594/5290/5894/5291/5602/2099/4855/107/114/5747/4851",22
"260","all","hsa04926","Relaxin signaling pathway","29/1958","121/7064",0.849341344856553,0.999999999998271,0.862095892548877,"5567/2786/10000/59/90993/7423/408/1284/1282/113/2775/5595/5578/5605/208/23236/6714/2778/5594/7048/2771/5290/5894/5291/5602/107/4846/114/1287",29
"261","all","hsa05135","Yersinia infection","32/1958","133/7064",0.853381517266256,0.999999999998271,0.862095892548877,"10451/10000/834/3606/920/51135/29110/3678/4210/5595/71/5585/5605/208/10097/10109/2335/6714/5335/63916/5594/5290/387/5291/5602/10095/60/8976/3551/5747/7186/6197",32
"262","all","hsa04146","Peroxisome","19/1958","82/7064",0.853575892139889,0.999999999998271,0.862095892548877,"5825/5052/5824/51703/5264/1610/4598/5826/51268/5194/7498/55825/6647/10478/26061/30/54511/54677/2182",19
"263","all","hsa04622","RIG-I-like receptor signaling pathway","12/1958","54/7064",0.855895190079317,0.999999999998271,0.862095892548877,"103/26007/29110/1540/79132/841/5602/9474/3551/7186/1654/55593",12
"264","all","hsa04150","mTOR signaling pathway","35/1958","145/7064",0.857501497761602,0.999999999998271,0.862095892548877,"2475/10000/79899/6520/81029/1975/7132/7480/3479/6249/5595/8140/5578/1856/9706/5605/3643/208/23175/80326/3667/5594/5290/5894/387/5291/57600/6446/9296/2887/526/3551/9550/6194/6197",35
"265","all","hsa04966","Collecting duct acid secretion","5/1958","25/7064",0.863498387650837,0.999999999998271,0.862095892548877,"535/9296/526/760/9550",5
"266","all","hsa00380","Tryptophan metabolism","8/1958","38/7064",0.866479613796043,0.999999999998271,0.862095892548877,"121278/217/1743/224/6999/501/39/1738",8
"267","all","hsa04068","FoxO signaling pathway","28/1958","119/7064",0.872392859310983,0.999999999998271,0.862095892548877,"10000/23710/1017/5571/3479/7043/5347/5595/51701/6774/5605/3643/9454/208/3667/5105/5594/7048/5290/5894/5291/5602/80854/9456/6446/51422/3551/23678",28
"268","all","hsa04380","Osteoclast differentiation","28/1958","119/7064",0.872392859310983,0.999999999998271,0.862095892548877,"3716/2215/10000/5532/7132/1540/5336/5595/9020/11027/11006/208/79168/2355/3554/5534/3455/3460/5594/7048/5290/5291/5602/814/2534/5533/3551/7186",28
"269","all","hsa04612","Antigen processing and presentation","12/1958","55/7064",0.872967843334724,0.999999999998271,0.862095892548877,"4802/5993/920/5720/567/3308/821/3326/6890/3108/3111/1508",12
"270","all","hsa05203","Viral carcinogenesis","40/1958","166/7064",0.874319055620258,0.999999999998271,0.862095892548877,"5567/23352/3716/2965/90993/1111/1642/1017/1108/87/5315/5595/7531/2648/6774/10014/3249/81/841/10971/5610/6714/5594/79885/5922/5290/387/5291/836/3572/896/3066/85477/9734/7419/7534/23513/2934/7186/1654",40
"271","all","hsa04144","Endocytosis","60/1958","243/7064",0.874752307212361,0.999999999998271,0.862095892548877,"64744/9372/9829/116983/832/2060/118813/3799/119016/161/2350/84364/408/440073/5869/3798/58533/9101/9798/5338/22905/84440/163/84313/1213/9146/5878/64750/23327/1785/10097/10617/3579/10109/274/6714/10564/27131/27128/7048/10015/7879/64145/387/5337/2261/2868/9765/84249/2870/60682/51534/10095/858/830/57154/8976/137492/11059/1759",60
"272","all","hsa01523","Antifolate resistance","6/1958","30/7064",0.877804526241443,0.999999999998271,0.862095892548877,"2350/239/10057/3551/8836/2356",6
"273","all","hsa04110","Cell cycle","37/1958","155/7064",0.880652467399314,0.999999999998271,0.862095892548877,"119504/5526/1111/1663/1017/51434/7043/90381/5347/51529/7531/996/10403/114799/51343/10971/5000/4174/11200/4171/23244/10393/1022/6500/5515/7272/896/3066/8454/5516/5591/7534/5885/8555/29882/8243/546",37
